recipe_id,ingredients,title,ingredients_parsed
iKvjjLbeRS8W3599DheR,"['Rajma', 'Oil', 'Cumin', 'Bay leaf', 'Cardamom Pods', 'Cloves', 'Onions', 'Ginger Garlic Paste', 'Tomatoes', 'Chilli Powder', 'Coriander Powder', 'Turmeric Powder', 'Salt', 'Water', 'Ghee', 'Cumin', 'julienned Ginger', 'chopped Garlic', 'Kasuri Methi', 'Garam Masala', 'chopped Coriander']",Rajma Recipe (Easy Rajma Masala),rajma onion paste tomato julienned kasuri methi masala
PQzqhh4buUUdlUdSeqnm,"['Chocolate', 'Coconut Oil']",Chocolate Magic Shell topping for ice cream,chocolate coconut
y8N3RFYx7Z4JSkEXVEc2,"['Mangoes', 'Oil', 'A sprig of Curry Leaves', 'Turmeric Powder', 'Peppercorns', 'Fenugreek Seeds', 'Chillies', 'Mustard Seeds', 'Coriander Seeds', 'Cumin Seeds', 'Garlic', 'Ginger piece', 'Onions', 'Jaggery', 'Tamarind', 'Water', 'Salt ']",Mangalorean Ripe Mango Curry,mango curry fenugreek onion jaggery
B4exefgFm7cPN3Aih0DM,"['Ghee', 'Garlic Cloves', 'Green Chilli', 'Onion', 'chopped Palak', 'fresh Coriander', 'Bayleaf', 'Cardamom Pods', 'Cloves', 'large Tomato', 'Jeera Powder', 'Coriander Powder', 'Garam Masala Powder', 'Salt', 'Kasuri Methi', 'Cream', 'Paneer', 'Ghee', 'Garlic Cloves', 'whole dried Red Chillies', 'Jeera', 'Red Chilli Powder']",Easy Palak Paneer Recipe,onion palak bayleaf tomato jeera masala kasuri methi cream paneer jeera
bFk4tuHBfDTuOJoHP2r2,"['Oil', 'chopped Garlic', 'Onion', 'Broccoli', 'Potatoes', 'Salt', 'Water', 'Milk', 'Broccoli Florets', 'diced Carrots', 'grated Cheddar Cheese']",Healthy Broccoli Soup,onion broccoli potato milk broccoli carrot cheddar cheese
PhFdiHrP22NA2h40d9pA,"['Kodo Millets', 'Urad Dal', 'Chana Dal', 'Fenugreek Seeds', 'Poha or Flattened Rice', 'Ghee', 'Oil', 'Chana dal', 'Urad dal', 'Garlic', 'roughly chopped Ginger ', 'Kashmiri red chillies', 'Turmeric Powder', 'chopped Onions ', 'Tamarind pulp', 'Water', 'Oil', 'Mustard', 'Cumin Seeds', 'Roasted Chana Dal', 'Urad Dal', 'Hing', 'finely chopped Ginger ', 'Green Chilli ', 'Onion', 'Turmeric Powder', 'Curry leaves', 'Potatoes']",Millet Mysore Masala Dosa,kodo millet urad dal chana dal fenugreek poha flattened rice chana dal urad dal kashmiri onion pulp chana dal urad dal hing onion curry potato
Coa01pgt1p0ppY1Jj8GC,"['Paneer', 'Cornflour', 'Kashmiri Chilli Powder', 'Salt', 'A splash of water', 'Oil for Frying', 'Soy Sauce', 'Red Chilli Sauce', 'Ketchup', 'Kashmiri Chilli Powder', 'Vinegar', 'Salt', 'Cornflour', 'Water', 'chopped Ginger', 'chopped Garlic', 'Green Chillies', 'Onions', 'Capsicum', 'chopped Spring Onions']",Street Style Chilli Paneer,paneer cornflour kashmiri soy kashmiri cornflour onion capsicum onion
cWLIo9JEgkH1OL2HxNxv,"['Full Fat Milk', 'Saffron Strands', 'Khova', 'Condensed Milk', 'Milk Powder', 'Cardamom Powder', 'Almonds', 'Heavy Cream', 'Mango Puree ']",Kulfi 3 Ways,full milk strand khova milk milk cream mango puree
OA8u3sagH8eqFnH5ctp5,"['Ghee', 'chopped Ginger', 'chopped Onion', 'Tomatoes', 'Turmeric Powder', 'Coriander Powder', 'Chilli Powder', 'Salt', 'split Moong Dal', 'Water', 'Garam Masala', 'chopped Coriander', 'Oil/Ghee', 'Garlic Cloves', 'Green Chillies', 'whole dried Red Chillies', 'Jeera', 'sprig Curry Leaves']",Dhaba Style Moong Dal,onion tomato moong dal masala jeera curry
zgfcxMhDoJEl50lIc3yf,"['Chana Dal', 'Fennel Seeds', 'Cinnamon', 'Cumin Seeds', 'whole Dry Red Chillies', 'Onion', 'packed Mint', 'Curry Leaves', 'Green Chilli', 'Ginger Garlic Paste', 'Turmeric', 'Salt', 'Oil']",Crispy Masala Vada,chana dal onion curry paste
xEszZhLMqgwnyR8swmau,"['Curd', 'Canola Oil', 'Sugar', 'Lemon Zest', 'Lemon Juice', 'Vanilla Essence', 'All Purpose Flour', 'Baking Soda', 'Baking Powder', 'Salt', 'Lemon Juice', 'Icing Sugar', 'Butter']",Eggless Lemon Cake,curd sugar lemon lemon essence flour lemon icing sugar butter
2EOK7Ouk36cxKFU3Uosg,"['Jeera Sambar Rice', 'Water', 'Chicken', 'Curd', 'Ginger Garlic Paste', 'Turmeric Powder', 'Salt', 'Oil', 'Garlic', 'Ginger', 'Onion', 'Green Chillies', 'fresh grated Coconut', 'Coriander', 'Mint Leaves', 'Ghee + 1 teaspoon Ghee', 'Oil', 'Cardamom', 'Cloves', 'Cinnamon stick', 'Whole Black Peppercorn', 'Bay Leaf', 'Turmeric Powder', 'Coriander Powder', 'Tomatoes ', 'Tomato Puree', 'Salt', 'Curry leaves']",Easy Chicken Pulao,jeera sambar rice chicken curd paste onion coconut tomato tomato puree curry
sHRHtFc5CnDBRawWr2tR,"['Chicken Breasts', 'Italian Seasoning', 'Paprika', 'Salt', 'Mayonnaise', 'Lime Juice', 'Panko Breadcrumbs', 'grated Parmesan', 'melted Butter']",Air Fryer Chicken Nuggets,chicken breast mayonnaise lime panko parmesan butter
aVTB2ascOMN135SDliWw,"['short grained Rice', 'Water', 'Salt', 'Milk', 'Curd', 'Vegetable Oil', 'Mustard Seeds', 'Urad Dal', 'Hing', 'finely chopped Ginger', 'Green Chilli', 'Sprig Curry Leaves', 'chopped Coriander Leaves', 'finely chopped Onion', 'Pomegranate arils']",Curd Rice - Summer Special,short grained rice milk curd vegetable urad dal hing curry onion pomegranate aril
ulWjZvL6OVu0N2eI8oC1,"['Chicken', 'Turmeric Powder', 'Curd/Yogurt', 'Onions', 'Garlic Cloves', 'Ginger', 'Tomatoes', 'Oil', 'Jeera', 'Bay Leaf', 'Cardamom Pods', 'Meat Masala', 'Coriander Powder', 'Turmeric Powder', 'Kashmiri Chilli Powder', 'Salt', 'Water', 'Green Chillies', 'Coriander']",Easy Chicken Curry for Beginners,chicken onion tomato jeera meat masala kashmiri
aEG1BJwFgFi5GJ4nQ0RI,"['stale White Bread', 'Eggs', 'Milk', 'Vanilla Extract', 'Brown Sugar', 'Salt', 'Cinnamon powder', 'Nutmeg powder', 'melted Butter', 'Nuts', 'Egg', 'Sugar', 'Vanilla Extract', 'Salt', 'Dark Rum', 'Milk']",Easy Make-Ahead Cinnamon Bread Pudding,stale bread egg milk sugar butter egg sugar rum milk
AI4QDJwcdF7m5e5dAvsb,"['Vegetable Oil', 'Mustard Seeds', 'Cumin Seeds', 'Curry Leaves', 'Ginger Garlic Paste', 'chopped Onion', 'Green Chillies', 'chopped Tomato', 'Turmeric Powder', 'Cumin Powder', 'Coriander Powder', 'Chilli Powder', 'Mushroom', 'Salt', 'Garam Masala', 'Kasuri Methi', 'Coriander Leaves', 'Water', 'Green Peas']",Restaurant Style Mushroom Masala,vegetable curry paste onion tomato mushroom masala kasuri methi pea
1bFGjeHfmqdaEf9Gv3ci,"['Prawns', 'Kashmiri Red Chilli Powder', 'Cumin Powder', 'Turmeric Powder', 'Vinegar', 'Salt', 'Semolina', 'Rice Flour', 'Salt', 'Coconut Oil']",Prawn Rava Fry - Mangalorean Style,prawn kashmiri semolina rice flour coconut
mlB0o1XkB5fk2kPZYADG,"['Mangoes', 'Sugar', 'Water', 'Mint Leaves']",Mango Sorbet without an ice cream maker,mango sugar
t6r1GB5c5BE8bTmiRRve,"['Mustard Oil', 'Hing', 'Chillies', 'Kalonji', 'Methi', 'Saunf', 'Jeera', 'Mustard Seeds', 'Ginger Garlic', 'Onions', 'Tomato Puree', 'Turmeric', 'Chilli Powder', 'Green Chilli', 'Green Capsicum', 'Tomato', 'Paneer', 'Salt to taste']",Spicy Achari Paneer,hing kalonji methi saunf jeera onion tomato puree capsicum tomato paneer
uFafIdfoiVTJzSeuv5WG,"['Curd', 'Water', 'Green Chilli', 'Ginger', 'Black Salt', 'Coriander Leaves', 'Vegetable Oil', 'Mustard Seeds', ' Curry Leaves']",Masala Chaas (Indian Spiced Buttermilk),curd vegetable curry
pbniueN5iZs9c0yX7Uqi,"['Mutton', 'Curd', 'Turmeric Powder', 'Salt', 'Ghee', 'Oil', 'Cumin Seeds', 'Bay Leaf', 'Cloves', 'Cinnamon', 'Cardamom Pods', 'Onions', 'Ginger Garlic Paste', 'Tomatoes', 'Chilli Powder', 'Turmeric Powder', 'Garam Masala', 'Milk', 'Water', 'Basmati Rice', 'Water', 'Bay Leaf', 'Cloves', 'Cinnamon', 'Cardamom Pods', 'Salt', 'Ghee', 'hot Milk', 'Saffron', 'Fried Onions', 'Mint Leaves', 'Coriander Leaves', 'warm Ghee']",Mutton Biryani,mutton curd onion paste tomato masala milk rice milk fried onion
Vrf3SK4iqlE3qC8SpvtZ,"['Olive Oil', 'finely chopped Garlic', 'Onions', 'Canned Tomato (peeled)', 'dry Maccheroni Pasta', 'Vegetable Broth', 'Red Chilli Flakes', 'Italian Pasta Seasoning', 'Salt', 'Pepper', 'Sugar', 'chopped Basil', 'grated Parmesan Cheese']",Instant Pot Pasta in Red Sauce,onion tomato maccheroni pasta vegetable broth pasta sugar parmesan cheese
8zBPNnrr0Rp89IjIPtSi,"['Ghee', 'Cardamom', 'Milk', 'Strands Saffron', 'Homemade Paneer', 'Condensed milk', 'Sugar', 'Rose essence']",Instant Rabdi,milk strand homemade paneer milk sugar rose essence
H7InCbsxI0J4Gs0tm6hz,"['Almonds', 'Cashews', 'Raisins', 'Cardamom Pods', 'Black Peppercorns', 'Poppy Seeds', 'Fennel Seeds', 'Melon Seeds', 'Whole Milk', 'Saffron', 'Sugar', 'Rose Water']",Chilled Thandai made from scratch,cashew raisin poppy melon milk sugar rose
QZ2idVk5J1j8eFgDfDaK,"['Salt', 'Red Chilli Powder', 'Cornflour', 'All Purpose Flour', 'Dried Red Chillies', 'Hot Water', 'Red Chilli Sauce', 'Soy Sauce', 'Vinegar', 'Tomato Ketchup', 'Chicken Stock or water', 'Sesame Oil', 'Sugar', 'Cornflour', 'Water', 'Chicken Breast or Thighs', 'Oil', 'Dried Red Chillies', 'finely chopped Garlic', 'Ginger', 'finely chopped Celery', 'Bell Pepper', 'sliced Mushroom ', 'Water or Chicken Stock', 'Roasted Peanuts', 'Sichuan Peppercorn', 'Salt', 'Spring Onions']",Saucy Kung Pao Chicken,cornflour flour soy tomato chicken stock sesame sugar cornflour chicken breast thigh celery mushroom chicken stock peanut sichuan onion
BOEE5K7PVfcoLUmSLJiE,"['Grated Coconut', 'Green Chilli', 'Roasted Bengal Gram', 'Tamarind', 'Salt', 'Water', 'Vegetable Oil', 'Mustard Seeds', 'Urad Dal', 'Chana Dal', 'Curry Leaves', 'Dry Red Chilli']",Coconut Chutney,coconut bengal vegetable urad dal chana dal curry
ZhPG8GdJZyv12E3HbRQi,"['Idli Rice', 'Urad Dal', 'Poha', 'Cooked Rice', 'Methi Seeds', 'Ice Cold Water', 'Toor Dal', 'Chana Dal', 'Salt', 'Sugar', 'Ghee or Oil']",Perfect Idli Dosa Batter,idli rice urad dal poha rice methi ice toor dal chana dal sugar
ocgeccNW4cSokf9fj5Qs,"['Vegetable Oil', 'Garlic', 'Sesame Seeds', 'Red Chilli Flakes', 'Salt', 'Vegetable Oil', 'Spring Onions', 'Ginger', 'Tomato Paste', 'Dried Shiitake Mushrooms', 'Water', 'Soy Sauce', 'Toasted Sesame Oil', 'Bok Choy', 'Chives', 'julienned Carrot', 'thinly sliced Mushrooms', 'Cooked Noodles']",Tonkotsu Style Vegetarian Ramen,vegetable sesame vegetable onion tomato paste shiitake mushroom soy sesame bok choy chive julienned carrot mushroom noodle
HYbdWbD9TFO7jp0Lo9ud,"['Chicken Breasts', 'Salt', 'Pepper', 'Butter', 'Olive Oil', 'Button Mushrooms', 'chopped Garlic', 'Dried Thyme', 'Salt', 'Chicken Stock', 'Corn Flour', 'Fresh Cream', 'finely grated Parmesan Cheese', 'Pepper', 'Chives']",Instant Pot Chicken in Mushroom Sauce,chicken breast butter button mushroom chicken stock flour cream parmesan cheese chive
V3tyPvYMAIwyRmD4mv7o,"['Black Whole Urad Dal', 'Rajma', 'Water', 'Salt', 'Ghee', 'Bay Leaf', 'Cinnamon Stick', 'Cloves', 'Cardamom Pods', 'Ginger Garlic Paste', 'Green Chillies', ' Onion', 'Tomatoes', 'Red Chilli Powder', 'Salt', 'Garam Masala', 'Heavy Cream', 'Butter', 'Kasuri Methi', 'More cream for topping', 'Charcoal', 'Oil']","Dal Makhani - The Ultimate Recipe! for Stovetop, Pressure Cooker and Instant Pot",urad dal rajma paste onion tomato masala cream butter kasuri methi cream topping charcoal
VNuWdkFl92hGSPvUlaYB,"['Vegetable Oil', 'Chicken Thighs', 'Onion', 'Celery', 'Mushrooms', 'Salt ', 'Star Anise', 'Coriander Seeds', 'Whole Black Peppercorn', 'Water', 'whole dried Red Chillies', 'Water', 'Oil', 'Soy Sauce', 'Sugar', 'Salt', 'Vinegar', 'Oil', 'Garlic', 'Ginger', 'Bok Choy', 'Cabbage', 'Carrot', 'Soy Sauce', 'Vinegar', 'Salt', 'Pepper', 'Spring Onion ', ' Noodles']",Instant Pot Chicken Thukpa,vegetable chicken thigh onion celery mushroom star soy sugar bok choy cabbage carrot soy onion noodle
WSx8NiEVfOWvQDSHTGPu,"['Water', 'Butter', 'Granulated Sugar', 'Salt', 'Flour', 'Eggs', 'Vanilla Extract', 'Oil', 'Caster Sugar', 'Cinnamon powder', 'Milk', 'Fresh Cream', 'Dark Chocolate']",Perfect Homemade Churros,butter granulated sugar flour egg caster sugar milk cream chocolate
vXfFS6CeH66iMQD1DDRJ,"['Butter', 'Milk', 'All Purpose Flour', 'Brown Sugar', 'Cocoa Powder', 'Baking Powder', 'Dark Chocolate', 'Vanilla Extract', 'Walnuts', 'Boiling Water', 'Brown Sugar', 'Cocoa Powder']",Eggless Chocolate Pudding Cake,butter milk flour sugar chocolate walnut sugar
5JQy3kArtksqLRnnwee4,"['Vanilla Bean', 'Cold Milk', 'Gelatin', 'Sugar', 'Cream', 'Raspberry', 'Sugar', 'freshly squeezed Lemon Juice']",Classic Vanilla Panna Cotta,bean milk gelatin sugar cream raspberry sugar squeezed lemon
GZTT9Ce77YIlFHrtikMO,"['Noodles', 'Salt', 'Water', 'Oil', 'toasted Sesame Oil', 'Green Chillies', 'Garlic', 'Ginger', 'Celery', 'Onion', 'Carrot', 'Beans', 'Capsicum', 'Cabbage', 'Soy Sauce', 'Vinegar', 'Red Chilli Sauce', 'Tomato Ketchup', 'Salt', 'Pepper', 'Spring Onion']",Restaurant Style Vegetarian Hakka Noodles,noodle sesame celery onion carrot bean capsicum cabbage soy tomato onion
7xg1wiaO4T3gHy0qWtMc,"['Oyster Sauce', 'White Pepper', 'Sesame Oil', 'Cornflour', 'Water', 'Salt', 'Sugar', 'Oil', 'chopped Garlic', 'chopped Ginger', 'chopped Celery', 'sliced Onion', 'Broccoli florets', 'thickly sliced Carrot', 'cubed Bell Pepper', 'cubed Zucchini', 'Mushrooms', 'Bok Choy', 'chopped Spring Onions']",Asian Veg Stir Fry,oyster sesame cornflour sugar celery onion broccoli thickly carrot zucchini mushroom bok choy onion
ORodBzHk2BbxUEzIlkOy,"['Herbs', 'Garlic', 'Walnuts', 'Vinegar', 'Water', 'Salt', 'Olive Oil']",Herb Vinaigrette,walnut
QpBmGdENqpvO47W63AcC,"['Onion', 'Vinegar', 'Salt', 'Oil', 'Garlic', 'Ginger', 'Onion', 'Green Chilli', 'Capsicum', 'Soy Sauce', 'Vinegar', 'Ketchup', 'Chilli Sauce', 'Paneer', 'Malabar Parathas']",Chinese Style Paneer Kathi Roll,onion onion capsicum soy paneer malabar parathas
EF1N5KwCpGUn9EaOReWZ,"['Sweet Corn kernels', 'Olive Oil', 'Garlic', 'Ginger', 'Spring Onion', 'Celery', 'Carrot', 'Beans', 'Sweet Corn kernels', 'Water', 'Sugar', 'Light Soy Sauce', 'Vinegar', 'Pepper', 'Salt', 'Cornflour', 'Water']",Vegetarian Sweet Corn Soup,kernel onion celery carrot bean kernel sugar soy cornflour
sRILF0giaVfRliB1LHWA,"['Oil', 'Ajwain', 'Ginger Garlic Paste', 'chopped Onions', 'Tomato', 'Green Chilli', 'Coriander Powder', 'Chilli Powder', 'Turmeric Powder', 'Salt', 'Bell Pepper', 'Mushroom', 'Water', 'Cream', 'Eggs', 'chopped Coriander']",Spicy Masala Shakshuka,ajwain paste onion tomato mushroom cream egg
aXndvPRUDVi7GQrKCdeF,"['Olive Oil', 'Garlic', 'Onion', 'Carrot', 'Bell Pepper', ' Zucchini', 'chopped Mushroom', 'Salt', 'dried Oregano', 'grated Parmesan Cheese', 'Ricotta', 'Spinach ', 'Basil leaves', 'Pasta Sauce', 'grated Mozzarella', 'no cook Lasagna Sheets']",Instant Pot Lasagna (vegetarian),onion carrot zucchini mushroom parmesan cheese ricotta spinach pasta mozzarella no cook sheet
LgC9o8Sk7mCOllCcAth6,"['Bourbon Whiskey', ' Angostura Bitters', 'Simple Syrup', ' Vanilla Extract', ' Cinnamon', 'Orange ', 'Ice']",Vanilla Cinnamon Old Fashioned,bourbon whiskey angostura bitter simple syrup orange ice
lmwq7lk3BoQKyJPLXqOv,"['Garlic Granules', ' ground Black Pepper', 'dried Oregano', 'dried Basil ', 'dried Rosemary', 'Red Chilli Flakes ', 'Salt', 'Cream Cheese', 'Mozzarella cheese', 'Sweet Corn Kernels', 'All Purpose Flour', ' lukewarm Milk', 'Sugar', 'Active Dry Yeast', 'finely minced Garlic ', 'Butter', 'Salt', 'Oil']",Domino's Style Garlic Breadsticks - Two Ways,granule cream cheese mozzarella cheese kernel flour lukewarm milk sugar yeast butter
NqkRdCsX832xfvh0Z62I,"['Gin', 'Strawberries', ' Black Peppercorns', 'Simple Syrup', 'Lemon Juice', 'Tonic Water', 'Ice']",Strawberry Pepper Gin and Tonic,gin strawberry simple syrup lemon tonic ice
raLDiWC6tMzRF84HwgcE,"['Butter', 'Garlic', 'Onion', 'Flour', 'whole Milk', 'Rosemary', 'Salt', 'Pepper', 'Cream', 'Potatoes', 'Cauliflower florets', 'Carrots', 'Beans', 'Green Peas', 'grated Parmesan Cheese ', 'grated Processed Cheese ', 'Panko Bread Crumbs']",Creamy Baked Vegetable Au Gratin,butter onion flour milk cream potato cauliflower carrot bean pea parmesan cheese processed cheese panko bread
0p8FI0ML2WzbdcM7e0ZC,"['Pineapple Wedges', 'Vodka', 'Lemon Juice', 'Simple Syrup', 'Ginger Beer', 'Ice']",Roasted Pineapple Moscow Mule,pineapple vodka lemon simple syrup beer ice
W0IS8641TLxmrF08AuUk,"['whole chicken', 'Lemon ', 'Rosemary', 'Olive Oil', 'Salted Butter', 'Garlic', 'Sage', 'Rosemary ', 'Thyme ', 'Paprika', 'Salt', 'Pepper', 'Lemon ', 'Lemon Juice', 'Onion ', 'Sweet Potato ', 'Garlic ', 'Chicken Stock ', 'flour']",Whole Roast Chicken,chicken lemon salted butter lemon lemon onion potato chicken stock flour
aAKaOK6wzteafvryteWI,"['Cauliflower', ' Onions', 'Potatoes', 'Oil', 'Hung Curds', 'Chili Powder', 'Kashmiri Chili Powder', 'Turmeric', 'Coriander', 'Chaat Masala', 'Garam Masala', 'Ginger Garlic', 'Salt to taste', 'Coriander', 'Lime Juice']",Easy Tandoori Whole Baked Cauliflower,cauliflower onion potato hung curd kashmiri chaat masala masala lime
AxLRgskrX5iyRurh8zVc,"['Potatoes', 'Water', 'Butter', 'Garlic', 'Salt', 'Milk', 'Cream']",Extra Creamy Garlic Mashed Potato,potato butter milk cream
kHsO8soNi1VeLpfhNYV0,"['Salted Butter ', 'Sugar', 'Egg', 'Vanilla Extract', 'Milk', 'Flour', 'Baking Powder', 'Salt']",Danish Brown Butter Cookies,salted butter sugar egg milk flour
H9T6nrgIE6mcUoisMJZY,"['Bacon ', 'Garlic ', 'Mushroom ', 'Spinach ', 'Thyme ', 'Mozzarella Cheese', 'Cream', 'Salt', 'Pepper', 'Chicken Breast without Tenders boneless', 'Garlic ', 'Thyme', 'Salt', ' Pepper', 'All Purpose Flour', 'Chicken Stock', 'Salt', 'Pepper']",Chicken Roulade,bacon mushroom spinach mozzarella cheese cream chicken breast without tender flour chicken stock
pR3E81JNL5TtO1V4LNeu,"['Butter ', 'Sugar', 'Eggs ', 'Orange Marmalade', 'All Purpose Flour', 'Milk Powder', 'Almond Flour', 'Baking Powder', 'chopped dried fruits and nuts', 'Whiskey', 'sliced Almonds', 'Icing Sugar', 'Orange Juice', 'Butter']",Scottish Dundee Cake,butter sugar egg orange marmalade flour milk flour fruit whiskey icing sugar orange butter
JdglCmREU5znuaiiRRG4,"['Milk', 'Packaged Yogurt or Dahi']",How to make Yogurt in the Instant Pot,milk packaged yogurt dahi
z1Gi1dCL46xuredCTvAs,"['Oil', 'chopped Garlic', 'chopped Ginger', 'chopped Green Chilli', 'white part of Spring Onions', 'finely chopped Onions', 'Chicken Breast', 'Carrots', 'Green Beans', 'Cabbage', 'sliced Mushrooms', 'dark Soy Sauce', 'Vinegar', 'Pepper Powder', 'Corn Flour', 'Salt ', 'Crunchy Fried Noodles', 'green part of Spring Onions', 'finely chopped Coriander']",Homemade Chicken Manchow Soup,onion onion chicken breast carrot bean cabbage mushroom soy flour crunchy fried noodle onion
BstwTBx6f29I3bQxrBo9,"['Yogurt or Curd', 'Oil', 'Vanilla Extract', 'Sugar', 'All Purpose Flour', 'Baking Powder', 'Baking Soda', 'Sugar', 'Water', 'Lemon Juice', 'Mango Ice Cream', 'Strawberry Ice Cream', 'Cream Cheese', 'Icing Sugar', 'Whipped Cream', 'Vanilla Extract', 'Cashew', 'Almonds', 'Pistachios']",Classic Cassata Upgraded with a Cheesecake Layer,yogurt curd sugar flour sugar lemon mango ice cream strawberry ice cream cream cheese icing sugar whipped cream cashew pistachio
aHX6RaPpZlqWRGd2qIP2,"['All Purpose Flour', 'lukewarm Milk', 'Sugar', 'Active Dry Yeast', 'Butter', 'Salt', 'Oil']",Proofing Bread in the Instant Pot,flour lukewarm milk sugar yeast butter
i2P9GxMM6wP8PFXJbltD,"['Paneer', 'Onion', 'Capsicum', 'Tomato', 'Chopped Coriander or Cilantro', 'Besan', 'Mustard Oil', 'Ginger Garlic Paste', 'Hung Curd', 'Kashmiri Red Chilli Powder', 'Coriander Powder', 'Chaat Masala Powder', 'Garam Masala Powder', 'kasuri methi', 'Salt to taste']",Tandoori Paneer Tikka in the Oven,paneer onion capsicum tomato besan paste hung curd kashmiri chaat masala masala kasuri methi
NYj9HbM0VUSoWxb5Cp9z,"['Whole Wheat Flour', 'Sooji', 'Salt', 'Water + extra if required', 'Oil ', 'Oil ']",How to make the Perfect Pooris,wheat flour sooji required
rb0LwbjDOC53dDONHM0j,"['Hard Boiled Eggs', 'Coconut Oil', 'Mustard seeds', 'Cinnamon', 'Cardamom', 'Peppercorns', 'Green Chillies', 'Ginger', 'Garlic cloves', 'Onions', 'Tomatoes', 'Turmeric Powder', 'Coriander Powder', 'Chili Powder Red', 'Tamarind Water', 'Thin Coconut Milk', 'Thick Coconut Milk', 'Curry Leaves', 'Salt to taste']",South Indian Style Egg Curry,hard boiled egg coconut onion tomato coconut milk coconut milk curry
NVBe8h3B1ROJbWq4xWtx,"['Dry Chickpeas', 'Oil', 'Cumin Seeds', 'Bayleaves', 'Cardamom Pods', 'Onion', 'Tomatoes', 'Garlic', 'Ginger', 'Green Chillies', 'Salt', 'Turmeric Powder', 'Red Chilli Powder', 'Potatoes', 'Garam Masala', 'Kasuri Methi', 'Chopped coriander for topping']",Pressure Cooker Chana Masala (Instant Pot and Stovetop recipes),chickpea bayleaves onion tomato potato masala kasuri methi topping
G5fjfB0AcpACD3UIfm8W,"['Ghee', 'Potatoes', 'Paneer', 'steamed Green peas', 'Onion', 'Instant cooking oats', 'Ginger', 'Green chilies', 'Coriander', 'Cumin powder', 'Chili powder', 'Chaat masala powder', 'Salt']",Healthy Aloo Paneer Tikki,potato paneer steamed pea onion instant oat chilies chaat masala
swmV8u4T2IgXuqcUaepE,"['Sabudana or Tapioca Pearls', 'Water', 'boiled Potatoes', 'Green Chillies', 'Jeera', 'roasted Peanuts', 'Curry leaves', 'chopped Coriander', 'Jeera Powder', 'Sugar', 'Chilli Powder', 'Juice of 1 lime', 'Salt', 'Oil for frying', 'Paneer', 'Jeera Powder', 'Chilli Powder', 'chopped Coriander', 'Salt']",Sabudana Vada Bombs stuffed with Paneer,sabudana tapioca pearl boiled potato jeera peanut curry jeera sugar lime paneer jeera
YvHoaLIzbMv8Mmcinps0,"['Beetroots', 'Garlic Cloves', 'Greek Yoghurt', 'Lemon Juice', 'Olive Oil', 'ground Cumin', 'ground Coriander Powder', 'ground Cinnamon', 'Paprika', 'Salt', 'ground Pepper', 'Toasted Pine Nuts']",Egyptian Beetroot Dip,beetroot greek yoghurt lemon
Yd1WMpcenadLREziNjRV,"['Tomatoes', 'Olive Oil', 'finely chopped Garlic', 'Onion', 'Tomato Puree or Passata', 'Salt', 'Italian Seasoning Mix', 'Sugar']",Easy Pasta Sauce,tomato onion tomato puree passata sugar
4pbPPILILl0mfX2GnJQL,"['Onions', 'Besan or Gram flour', 'Rice Flour', 'Chilli Powder or Paprika', 'Hing or Asafoetida ', 'Ajwain', 'Salt', 'Ginger Garlic paste', 'Baking Soda', 'Oil ']",Onion Pakora,onion besan flour rice flour hing ajwain paste
Rikr55V4CocCyHTVbGg8,"['Dry Red Chillies', 'Garlic', 'dry Noodles', 'Oil', 'Garlic', 'Ginger ', 'Chilli Garlic Paste', 'Green chillies\t', 'Spring onion (white part only)', 'Onion ', 'Carrot', 'Green Beans ', 'Green Capsicum ', 'Soy sauce', 'Vinegar', 'Sugar', 'Salt', 'White Pepper', 'Spring onion (green part only)']",Spicy Chilli Garlic Noodles,noodle paste onion onion carrot bean capsicum soy sugar onion
vxJYvIL5Kyh22Xnt6pvf,"['Butter', 'Brown Sugar', 'White Sugar ', 'All Purpose Flour', 'Baking Soda', 'Salt', 'Vanilla Extract', 'Coffee Decoction', 'Milk', 'Chocolate Chips or Chunks']",Eggless Chocolate Chip Cookies,butter sugar sugar flour coffee decoction milk chocolate chip
dyXXxp8dCBxqtj01Hi9u,"['Coconut Oil', 'Mustard Seeds', 'chopped Ginger', 'chopped Garlic', 'Curry Leaves', 'dried Red Chillies', 'medium Onion', 'Tomato Paste', 'Coriander Powder', 'Cumin Powder', 'Chilli Powder', 'Garam Masala', 'ground Black Pepper', 'Salt', 'Mushrooms']",South Indian Mushroom Pepper Fry,coconut curry onion tomato paste masala mushroom
0TunYaAsmBw5KRycZPOn,"['Garlic', 'Ginger', 'Coriander', 'Whole Coriander Seeds', 'Fresh Turmeric\t', 'Shallots\t', 'Whole Peppercorns', 'Green Chillies', 'Oil', 'Garlic', 'Shallots', 'Birds Eye Chillies', 'Curry Leaves', 'Vegetable Broth/Water', 'Besan ', 'Lemongrass', 'Carrot', 'Green Beans', 'Bell Pepper', 'Mushroom', 'Soy Sauce', 'Salt', 'cubed Tofu', 'Thick Coconut Milk', 'Noodles', 'Oil', 'Salt', 'Coconut Oil', 'Shallots', 'Ginger', 'Garlic', 'cooked Noodles', 'Groundnuts (peeled)', 'Green Chillies']",Vegan Khow Suey,shallot bird eye curry vegetable besan lemongrass carrot bean mushroom soy tofu coconut milk noodle coconut shallot noodle
